restaurant_name,number,review
Beto's Restaurant & Bar,5,There is something to be said about intertwining life events with food. The events have the ability to make the food the best or the worst ever  regardless of the quality. Therefore  this review is more in the context of hope  anticipation  and joy while commenting on the establishment and food. I had just moved here from Kansas City and after 6 months I was here with the first woman I cared about since my divorce roughly a year before. I was new to Texas so everything had that  new car smell .    When my almost girlfriend and her mother suggested we hit Beto s I was excited b c the locals know where to go  Driving up it s pretty much what I had in mind for a downhome style texmex restaurant. Big open parking lot  obtuse restaurant colors  loud sign  and a LOT of cars  That means they know how to make food the right way  Upon entering the wait staff  even busy  are quick to pick up the customers and seat them. Straight in front is the bar area  well stocked and the whole restaurant is clean with simple light brown wooded chairs and booths. For me the ground was hallowed as I was out for the first time with my  almost  girlfriend and her mother  Cloud 9 was way under me as I floated to my chair. The menu is HUGE and the red and green salas are wonderful and I m delighted to add  not to hot  The chips fried to perfection but with the woman I loved next to me  I could have ordered beef jerky and thought it was ice cream. Conversation is easily made as the restaurant dampers the volume fairly well.    I was in a street taco type of mood and the pretty woman to my left ordered the chilli relleno s while I can t remember what the mother had. I did buy some nachos to go for her father was waiting at HER house  long story there..... . Anyways the Alpastor taco was a hit  The pork was so tender and oozing flavor I declined offering any to  the L word  or her mother. The pico on top was a nice freshness that made me salivate for another bite. The Carne Asada taco was another hit. I was anticipating the steak to be chewy but nope  tender and flavorful. The guac was fresh and more like a salad than a paste  if you ve been there before. Finally my shrimp taco was a nice addition. The rice added some nice texture while the shrimp was bursting with caramelized seared flavors.    My Texas Lonestar got the Chiles Rellenos. This is the first time I ve had them in Texas and I don t know which was better  putting my lips on her hand or the bite she gave me of her food  The poblanos weren t obnoxiously hot  but enough to keep my taste buds engaged. The chicken was shredded and the sauce was dynamite. I simply love red rice and it was the best I ve ever had. It tasted as if the rice was toasted in lard and tomato paste then allowed to simmer and suck up all the flavors  creating a symphony in my mouth. Unfortunately I didn t try the beans as A-I only have a small amount of space in my stomach and B-I didn t want to go back to her house and  toot my horn . Anyways I was in paradise with my date  her wonderful mother and the best texmex I ve ever had.   Overall Beto s is the best TexMex restaurant I ve been to in Texas thus far. The food was outstanding and memorable. Unfortunately  my female friend broke off our relationship without telling me why and she lived close to the facility. Because of the proximity and me wanting to leave at least one good memory of her in my life  I won t be going back. But discounting my personal issues  I highly encourage anyone to try this restaurant  You won t be disappointed but one word of advice  don t take the love of your life if you re still courting. B c if you break up  you ll lose some darn good Texmex in the process. With that said  don t wait to hit this place up  you ll be glad you did 
Beto's Restaurant & Bar,6,Ok. The Enchiladas de Espinaca hits like pure cheesy glory. And I was so wrapped up in eating I forgot to take a photo. Wait  I lied. THE STAFF IS FIGHTING OVER BEATLES VS CLAPTON and then someone played the Abbey Road Medley.   I think I live here now.
Beto's Restaurant & Bar,7,This place is WAY over priced and WAY under classed.   The bartender is a certifiable jerk. The wait staff and servers are from a really bad movie.This place is so insulting it s funny. except they took my money.. NEVER again 
Beto's Restaurant & Bar,8,I m native to Austin  it pains me to write this review because this was my go-to for hole in the wall Mexican food. Been coming since they opened in 2020 a few servers know us. Got 2 breakfast tacos  amp  found a thick short hair ENGRAVED into the tortilla. The servers  amp  cook acted like we put it there or it was intentional. It ruined our appetite  amp  attitude towards this establishment....All the more reason to start making food at home.
Beto's Restaurant & Bar,9,We had such a good experience with Beto s that we are going to try it again. I had the carne asada enchiladas covered with chili con queso and it was heaven. I only ate half so got to enjoy it twice  My husband got the chicken flautas and cleaned his plate. The guacamole was very good though not great but only because I doctor mine up more and not everyone likes that. I get it. The Mexican martini was wonderful. Chips and salsa were on point.
Beto's Restaurant & Bar,10,Good food at pretty reasonable prices. I went for an early lunch  amp  they weren t very busy but the server came to get my order quickly  amp  made sure I had what I needed the whole meal. Beans could have been a bit better  but overall it was tasty  This is a non-chain from what I can tell. Give it a try 
Beto's Restaurant & Bar,11,Very flavorful food. Steak quesadilla  queso  taco and beef chili relleno were very good. Might be our new favorite spot.
Beto's Restaurant & Bar,12,I like this place it stays busy depending on who is the bartender you may or not get a good drink  the food is tasty
Beto's Restaurant & Bar,13,This place is incredibly racist. I ve gone there maybe 20 times hoping for half decent service. We were always the table that was last priority. Regardless of how nice we were and and tipped far more than anyone deserves. The last time I tried taking my family out to breakfast we were literally ignored and two parties were seated before us. Before we left though there was a very angry woman of a different race complaining because she too had been ignored and people were sat before her. The mediocre food isn t worth the terrible and disrespectful service. If you are really hungry I would recommend 711 instead of this place.
Beto's Restaurant & Bar,14,Really good breakfast. Yummy green sauce. Okay vibe. I would go back for breakfast  I didn t like lunch as much.
Beto's Restaurant & Bar,15,Tuesday Nov. 16th 2021  early dinner around 4 thirty ish. My son and I had dinner at Beto s. The staff had no smiles   no welcomes  customer service within the staff was lacking . Food like usual was tasty . This time I will not be returning . The cup of whole black beans was lacking beans mostly liquid . I flagged down the non English waitress   that stared a lot  and in my broken Spanish mentioned this to her. It took about 15 minutes to receive a new cup.  And to end the dinner low and behold a roach making its way under our table   I mentioned this to the waitress but no response . Probably because she couldn t speak English . Not a very clean restaurant.
Beto's Restaurant & Bar,16,As a regular customer I asked to speak to owner  I got hung up on  I tried the other location and same thing.I simply asked if I could reserve the tiny room for a party they said we don t take reservations  I said what if we just showed up 10 people  and the room was empty may we sit there  Same response  we don t take reservavations.I did not ask for a reservation. When I asked for owner email they said no when I said can he email me or call me they took my info and never got back to me.I got hung up on and will never ever go back there.Hey Beto s ...guess how may mexican restaurants are in Austin  You re one I will never spend money on again or reccomend to anyone.
